id_dog_food,source,name_product,description,ingredients,breed_size,life_stage,food_form,flavour,category,calories,moisture,protein,fat,carbohydrate,crude_fibre,crude_ash,soluble_fibre,total_dietary_fiber,insoluble_fibre,starch,calcium,phospohorus,potassium,sodium,magnesium,iron,copper,zinc,chloride,sulphur,vitamin_a,vitamin_c,vitamin_d,vitamin_e,vitamin_k,vitamin_b1,vitamin_b2,vitamin_b3,vitamin_b5,vitamin_b6,vitamin_b7,vitamin_b9,vitamin_b12,dha,epa,epa_dha,omega_3,omega_6,linoleic_acid,alpha_linolenic_acid,essential_fatty_acids,taurine,l_arginine,l_lysine,glutamine_glutamate,dl_methionine_l_cystine,bcaa_total,hydroxyproline,beta_carotene,l_carnitine,glucosamine,chondroitin_sulfate
143,https://www.hillspet.com/dog-food/pd-canine-zd-low-fat-hydrolyzed-soy-dry,z/d low fat hydrolyzed soy recipe dry dog food,zd low fat hydrolyze soy recipe dry dog food nutrition specially formulate with hydrolyzed soy protein and low fat level to help avoid adverse food reaction and promote healthy skin in dog with food and fat sensitivity fortify with hill breakthrough activbiome ingredient technology clinically show to rapidly activate the gut microbiome to support digestive health and wellbee dog with recurrent gastrointestinal upset may have a food or fat sensitivity dog that have a food allergy typically to a protein in the food or intolerance may respond to a food design for food sensitivity while dog with a fat sensitivity require a low fat food but determine which nutrition to use be frequently a trial and error process highly digestible hydrolyze soy protein   low in fat rich in omega and   fatty acid from fish oil unique prebiotic blend to fuel activity of beneficial gut bacteria clinically prove antioxidant formulate without intact animal protein source                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         ask your veterinarian for specific feeding instruction for your petdaily feed recommendation be only a guide and a place to startgram be the most accurate form of measurement cup be estimate from gram for good result gradually transition to this new food for   day or more exclusively feed the recommend prescription diet dry and wet food keep fresh water available at all time have your veterinarian monitor your pet condition to prevent suffocation keep the packaging out of the reach of pet   child                                                                                                                                                                                                                                                                           adult dog    hydrolyze soy recipe  ,"salt, soy, flaxseed, beet, coconut_oil, citrus, soybean_oil, salmon_oil, corn, cranberry",-,-,dry food,,"digestive care,food sensitivity",,0.0,27.0,7.4,55.4,4.5,0.0,,0.0,0.0,0.0,0.8,0.55,0.85,0.38,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084,0.0,0.6,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,https://www.hillspet.com/dog-food/sd-canine-puppy-lamb-meal-brown-rice-recipe-dry,puppy lamb meal & brown rice recipe,puppy lamb meal   brown rice recipe vital nutrient to support   essential building block for lifelong health hill science diet puppy dry food be rich in flavor   carefully formulate with vital nutrient to support   essential building block for lifelong health so they get the good start in life   grow to their full potential dha from fish oil for healthy brain   eye development highquality protein for build lean muscle balance mineral for strong bone   tooth breakthrough blend of prebiotic fiber to support the gut microbiome and digestive system vitamin e and omegas for healthy skin   coat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    lamb meal   brown rice recipe  ,"corn, oat, lamb, soybean, brown_rice, salt, flaxseed, salmon_oil, egg, chicken, barley, chicken_fat, green_pea, beet, citrus, soybean_oil, rice, wheat, cranberry",-,puppy,dry food,,puppy care,,0.0,28.3,19.5,41.5,2.3,0.0,,0.0,0.0,0.0,1.59,1.26,0.89,0.5,0.127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.64,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,https://www.hillspet.com/dog-food/sd-canine-puppy-chicken-rice-stew-canned,puppy chicken & rice stew,puppy chicken   rice stew chicken   rice stew with great taste and precisely balanced nutrition to support   essential building block for lifelong health hill science diet puppy chicken   rice stew dog food be a delicious way to provide precisely balanced nutrition to support   essential building block for lifelong health include digestion and immune system support make with real chicken and wholesome grain delicious puppy food to give they the good start in life dha from fish oil for healthy brain   eye development highquality protein for build lean muscle balance mineral for strong bone   tooth promote healthy digestion with an optimal blend of prebiotic fiber vitamin e and omegas for healthy skin   fur                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    chicken   rice stew  ,"carrot, pork_liver, flaxseed, green_pea, beet, citrus, salmon_oil, chicken_broth, rice, chicken, wheat, cranberry, chicken_fat",-,puppy,wet food,,puppy care,,0.0,29.9,21.6,37.6,1.9,0.0,,0.0,0.0,0.0,1.69,1.0,0.8,0.56,0.089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.065,0.0,0.0,0.51,3.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,https://www.hillspet.com/dog-food/sd-canine-puppy-beef-barley-entree-canned,puppy small & mini beef & barley entrée,puppy small   mini beef   barley entre beef   barley entre with great taste and precisely balanced nutrition to support   essential building block for lifelong health hill science diet puppy small   mini beef   barley entre dog food be tailor nutrition for the developmental need of small   mini puppy so they get the good start in life   grow to their full potential make with delicious ingredient that provide precisely balanced nutrition to support   essential building block for lifelong health include digestion and immune system support dha from fish oil for healthy brain   eye development highquality protein for build lean muscle balance mineral for strong bone   tooth promote healthy digestion with an optimal blend of prebiotic fiber vitamin e and omegas for healthy skin   fur                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    beef   barley entre  ,"barley, salt, pork_liver, flaxseed, water, salmon_oil, beet, citrus, corn, beef, cranberry, chicken, soybean",small,puppy,wet food,,puppy care,,78.0,6.27,4.95,8.668,0.462,0.0,,0.0,0.0,0.0,1.3,0.98,0.79,0.47,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.095,0.0,0.0,0.53,3.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,https://www.hillspet.com/dog-food/sd-canine-puppy-chicken-barley-entree-canned,puppy chicken & barley entrée,puppy chicken   barley entre chicken   barley entree with great taste and precisely balanced nutrition to support   essential building block for lifelong health hill science diet puppy chicken   barley entre dog food be a delicious way to provide precisely balanced nutrition to support   essential building block for lifelong health include digestion and immune system support make with real chicken and wholesome grain delicious puppy food to give they the good start in life highquality protein for build lean muscle promote healthy digestion with an optimal blend of prebiotic fiber clinically prove antioxidant vitamin ce for a healthy immune system balance mineral for strong bone   tooth dha from fish oil for healthy brain   eye development                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    chicken   barley entre  ,"barley, salt, pork_liver, flaxseed, water, salmon_oil, beet, citrus, corn, cranberry, chicken, soybean",-,puppy,wet food,,puppy care,,71.0,8.41,5.887,11.948,0.58,2.146,,0.0,0.0,0.0,1.27,1.05,0.91,0.46,0.135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,https://www.hillspet.com/dog-food/sd-canine-puppy-large-breed-dry,puppy large breed chicken & brown rice recipe,puppy large breed chicken   brown rice recipe support control bone   joint growth   promote healthy brain eye muscle   immune system development                                                                                                                                                                                                                                                                                                                                               hill science diet large breed puppy dry food be specially make with an optimal level of calcium for control bone growth a unique developmental need of large breed puppy give they the good start in life so they can grow to their full potential balanced mineral for strong bone   tooth dha from fish oil for healthy brain   eye development highquality protein for build lean muscle                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        large breed puppy over   lbs when adult up to   month old    chicken   brown rice recipe  ,"corn, oat, soybean, brown_rice, salt, flaxseed, salmon_oil, chicken, chicken, barley, chicken_fat, green_pea, beet, citrus, rice, wheat, cranberry",large,puppy,dry food,,"musculoskeletal and joint care,puppy care",,0.0,26.3,15.4,49.0,2.4,0.0,,0.0,0.0,0.0,1.16,0.95,0.86,0.42,0.133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.6,3.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,https://www.hillspet.com/dog-food/sd-canine-puppy-dry,puppy chicken & brown rice recipe,puppy chicken   brown rice recipe vital nutrient to support   essential building block for lifelong health hill science diet puppy dry food be rich in flavor   carefully formulate with vital nutrient to support   essential building block for lifelong health so they get the good start in life   grow to their full potential                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        puppie up to   year old and pregnant or nursing dog    chicken   brown rice recipe  ,"salt, brown_rice, flaxseed, green_pea, chicken, beet, citrus, salmon_oil, soybean_oil, chicken, oat, wheat, corn, cranberry, chicken_fat, soybean",-,puppy,dry food,,puppy care,,0.0,27.8,19.0,42.4,2.5,0.0,,0.0,0.0,0.0,1.54,1.26,0.9,0.5,0.136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.62,4.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-joint-support-vegetables-tuna-stew-canned,adult perfect weight & joint support hearty vegetables and tuna stew dog food,adult perfect weight   joint support hearty vegetable and tuna stew dog food   great taste nutrition for a long happy life with a wag tail and lick on your face no one can say hello like your dog because every moment you spend together be special we strive to give you more of they with wholesome ingredient and the right nutrients hills science diet be precisely prepared to offer your dog the nutrition he need for lifelong health and happiness                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog include those that be less active neutered or otherwise prone to weight gain                                                                                        hearty vegetable and tuna stew  ,"carrot, pork_liver, flaxseed, tomato, green_pea, salmon_oil, coconut_oil, soybean_oil, chicken_broth, rice, tuna, wheat, corn",-,-,wet food,,"musculoskeletal and joint care,weight management",,86.0,3.99,1.96,5.194000000000001,1.974,0.0,,0.0,0.0,0.0,0.8,0.62,1.14,0.39,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,3.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
151,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-small-breed-dry,adult perfect weight small & mini chicken recipe dog food,adult perfect weight small   mini chicken recipe dog food over   of dog lose weight within   week when feed this nutrition hill science diet perfect weight small   mini dry dog food provide delicious breakthrough weight management nutrition with clinically prove technology for safe   effective weight loss with visible result within   week healthy weight maintenance   long last weight support lean muscle support                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog include those that be less active neutered or otherwise prone to weight gain                                                                                        chicken recipe  ,"barley, salt, broccoli, flaxseed, carrot, tomato, apple, green_pea, brown_rice, beet, coconut_oil, chicken, oat, corn, cranberry, chicken",small,-,dry food,,"musculoskeletal and joint care,weight management",,0.0,28.6,11.2,43.3,10.4,0.0,,0.0,0.0,0.0,0.93,0.74,0.99,0.38,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-vegetables-salmon-stew-canned,adult perfect weight hearty vegetables & salmon stew dog food,adult perfect weight hearty vegetable   salmon stew dog food over   of dog lose weight within   week when feed this nutrition hill science diet adult perfect weight vegetable   salmon stew be breakthrough weight management nutrition with clinically prove technology for safe   effective weight loss with visible result within   week healthy weight maintenance   long last weight support lean muscle support adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog that require few calorie ie dog that be less active neutered or otherwise prone to weight gain                                                                hearty vegetable   salmon stew  ,"carrot, pork_liver, salmon, barley, flaxseed, tomato, green_pea, coconut_oil, soybean_oil, chicken_broth, rice, wheat, corn, oat",-,-,wet food,,"musculoskeletal and joint care,weight management",,83.0,4.981000000000001,2.091,6.868,1.8360000000000003,0.0,,0.0,0.0,0.0,0.99,0.74,0.93,0.33,0.177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-small-bites-dry,adult perfect weight small bites chicken recipe dog food,adult perfect weight small bite chicken recipe dog food over   of dog lose weight within   week when feed this nutrition   delicious food in a small bite size weight management dog food in a small kibble dry dog food for healthy weight maintenance and longlaste weight support lean muscle support natural ingredient with add vitamin mineral and amino acid make in the usa with global ingredient you can trust                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog include those that be less active neutered or otherwise prone to weight gain                                                                                        chicken recipe  ,"barley, salt, broccoli, flaxseed, carrot, tomato, apple, green_pea, brown_rice, beet, coconut_oil, chicken, oat, corn, cranberry, chicken",-,-,dry food,,"musculoskeletal and joint care,weight management",,0.0,28.7,11.2,43.3,10.4,0.0,,0.0,0.0,0.0,0.93,0.75,0.99,0.38,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,https://www.hillspet.com/dog-food/sd-canine-adult-perfect-weight-large-breed-dry,adult perfect weight large breed chicken recipe dog food,adult perfect weight large breed chicken recipe dog food over   of dog lose weight within   week when feed this nutrition   delicious food in a large bite size this weight management dog food be create with hill unique understanding of the biology of overweight dog over   of dog lose weight within   week with science diet perfect weight dry dog food   and now it come in a large kibble for large breed dogsfeed this breakthrough nutrition for your large breed dog healthy weight maintenance and longlaste weight support weight management dog food in a large kibble for large breed dog over   of dog lose weight within   week dry dog food for healthy weight maintenance and longlaste weight support lean muscle support natural ingredient with add vitamin mineral and amino acid make in the usa with global ingredient you can trust from hill the   veterinarian recommend pet food brand                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog include those that be less active neutered or otherwise prone to weight gain                                                                                        chicken recipe  ,"barley, salt, broccoli, flaxseed, carrot, tomato, apple, green_pea, brown_rice, beet, coconut_oil, chicken, oat, corn, cranberry, chicken",large,-,dry food,,"musculoskeletal and joint care,weight management",,0.0,28.6,11.2,43.2,10.4,0.0,,0.0,0.0,0.0,0.93,0.74,0.99,0.38,0.142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,https://www.hillspet.com/dog-food/sd-canine-adult-salmon-barley-entree-canned,adult salmon & barley entrée dog food,adult salmon   barley entre dog food support healthy immune system digestion lean muscle   beautiful coat                                                                                                                                                                                                                                                                                                                                                                                 hill science diet adult wet dog food be specially formulate to fuel the energy need of dog during the prime of their life make with high quality easytodig ingredient omegas   vitamin e for beautiful skin   coat highquality protein for lean muscle natural fiber for healthy digestion                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog     year of age    salmon   barley entre  ,"barley, salt, salmon, pork_liver, water, soybean_oil, beef_liver, whey, corn, chicken, soybean",-,adult,wet food,,adult care,,78.0,4.972,3.08,12.342,0.286,0.0,,0.0,0.0,0.0,1.0,0.6,0.9,0.35,0.121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,4.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,https://www.hillspet.com/dog-food/sd-canine-adult-salmon-brown-rice-dry,adult salmon & brown rice recipe dog food,adult salmon   brown rice recipe dog food support healthy immune system digestion lean muscle   beautiful coat                                                                                                                                                                                                                                                                                                                                                                                 hill science diet adult dry dog food be specially formulate to fuel the energy need of dog during the prime of their life make with high quality easytodig ingredient omegas   vitamin e for beautiful skin   coat highquality protein for lean muscle natural fiber for healthy digestion                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog     year of age    salmon   brown rice recipe  ,"barley, salt, salmon, flaxseed, brown_rice, green_pea, chicken, beet, soybean_oil, corn, chicken_fat, soybean, sorghum",-,adult,dry food,,adult care,,0.0,25.0,15.5,49.5,3.7,0.0,,0.0,0.0,0.0,0.99,0.71,0.85,0.35,0.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,https://www.hillspet.com/dog-food/sd-canine-adult-healthy-cuisine-roasted-chicken-carrots-spinach-stew-canned,"adult healthy cuisine roasted chicken, carrots & spinach stew dog food                 ",adult healthy cuisine roast chicken carrot   spinach stew dog food                   delicious roasted chicken pair with tender vegetable in a succulent stew hill science diet adult healthy cuisine roast chicken carrot   spinach stew combine the delicious flavor of roasted chicken and tender vegetable in a succulent stew   can dog food with the perfect balance of taste and nutrition for your dog support healthy immune system digestion lean muscle   beautiful coat in adult   highquality protein for lean muscle make with purposeful ingredient for a flavorful nutritious meal easy to digest clinically prove antioxidant vitamin ce for a healthy immune system omega fatty acid   vitamin e for beautiful skin   coat pair this mouth water stew with hill science diet dry food to indulge your dog in tail wag delight control level of sodium and phosphorus help maintain kidney and heart health                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog     year of age    roasted chicken carrot   spinach stew    ,"carrot, pork_liver, flaxseed, green_pea, salmon_oil, soybean_oil, chicken_broth, rice, wheat, spinach, chicken",-,adult,wet food,,adult care,,85.0,4.109999999999999,2.955,6.615,0.4949999999999999,0.0,,0.0,0.0,0.0,0.91,0.63,0.95,0.38,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,https://www.hillspet.com/dog-food/sd-canine-adult-healthy-cuisine-braised-beef-carrots-peas-stew-canned,"hill's science diet adult healthy cuisine hearty beef, carrots & peas stew dog food    ",hills science diet adult healthy cuisine hearty beef carrot   pea stew dog food      delicious braise beef pair with tender vegetable in a succulent stew hill science diet adult healthy cuisine braise beef carrot   pea stew combine the delicious flavor of braise beef and tender vegetable in a succulent stew   can dog food with the perfect balance of taste and nutrition for your dog support a healthy digestive system and lean muscle in adult dog age   highquality protein for lean muscle make with purposeful ingredient for a flavorful nutritious meal easy to digest clinically prove antioxidant vitamin ce for a healthy immune system pair this mouth water stew with hill science diet dry food to indulge your dog in tail wag delight control level of sodium and phosphorus help maintain kidney and heart health                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     adjust feed amount as necessary to maintain optimal weight if you be unsure ask your veterinariannew to this food mix increase amount of your pet new food with decrease amount of the old food over a day periodkeep fresh water available at all timesyour pet nutritional need may change as they age ask your vet at every checkupto prevent suffocation keep the packaging out of the reach of pet and child                                                                                                                                                                                                                                                                                                                                                                                        adult dog     year of age     ,"carrot, barley, pork_liver, flaxseed, green_pea, red_bell_pepper, beet, soybean_oil, rice, chicken, wheat, beef, chicken_fat",-,adult,wet food,,"digestive care,musculoskeletal and joint care",,84.0,4.24,3.088,6.944,0.752,0.0,,0.0,0.0,0.0,1.07,0.64,0.76,0.38,0.066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
